0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
0	2047
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
6	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
25	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
57	2046
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
102	2044
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
160	2040
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
231	2033
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
313	2022
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
408	2005
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
515	1981
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
632	1946
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
759	1900
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
894	1841
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1036	1765
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1182	1671
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1329	1556
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1474	1419
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1613	1259
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1741	1075
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1854	865
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
1946	632
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2011	377
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2044	102
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
2038	-186
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1988	-484
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1891	-783
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
1741	-1075
